"","Depthm","T_degC","Salnty"
"66268",30,13.84,33.587
"393338",38,16.2,33.346
"426638",100,11.25,33.537
"182329",36,16.04,33.39
"798903",20,15.91,33.193
"266543",174,8.32,34
"586616",400,7.37,34.265
"165700",258,7.5,34.13
"383100",20,17.25,33.824
"843008",20,11.712,33.5473
"396090",99,11.34,33.405
"155199",90,11.36,33.2
"319782",125,9.92,34.1
"25833",500,7.05,34.33
"444797",300,7.58,34.1
"422677",125,10.42,34.08
"431174",10,19.03,33.64
"182298",35,15.02,33.46
"298379",52,13.2,33.46
"674764",71,15.04,33.299
"745481",30,11.73,33.685
"384305",85,9.82,33.255
"443708",75,14.29,33.428
"177283",100,9.19,33.932
"73271",200,10.37,33.716
"812350",49,13.07,33.509
"551353",75,14.19,33.351
"173712",1200,3.48,34.594
"317329",39,12.6,32.93
"724696",30,16.33,33.576
"527202",38,13.6,32.809
"391898",400,6.02,34.104
"135793",20,19.09,33.391
"319492",238,10.58,34.5
"830852",517,6.69,34.326
"366182",200,8.96,34.173
"666014",75,11.07,33.333
"284891",41,19.66,34.16
"377234",263,7.46,34.14
"278162",50,13.66,33.407
"480963",275,7.02,34.15
"816920",500,6.21,34.305
"316844",337,7.16,34.125
"416376",74,11.42,33.608
"807652",125,11.14,33.098
"283519",120,9.74,33.82
"735663",101,9.76,33.559
"285623",68,12.12,33.55
"217764",82,9.52,33.89
"12031",800,4.52,34.389
"206583",69,15.85,33.69
"861896",40,14.18,33.0589
"120499",300,6.86,34.105
"801023",41,11.89,33.225
"560230",125,13.47,33.684
"320062",353,8.08,34.47
"167385",25,12.64,33.14
"384233",20,12.45,33.586
"773605",60,12.95,33.282
"410965",125,9.72,33.67
"171071",0,16.29,33.55
"850852",84,10.431,33.4625
"267001",3,16.73,33.58
"609403",250,7.51,34.013
"170418",400,8.03,34.417
"721906",0,15.16,33.34
"484806",375,7.53,34.249
"763465",317,7.06,34.085
"796734",51,11.81,33.591
"777269",119,10.27,33.985
"750033",250,9.17,34.288
"140419",395,7.24,34.25
"503540",50,16.16,33.56
"555697",72,15.62,33.386
"357364",146,8.82,34.008
"863496",86,11.293,33.3553
"109559",30,12.11,33.24
"420591",200,9.44,34.24
"627227",72,11.63,33.33
"818730",321,6.97,34.055
"806849",250,9.26,34.257
"733375",118,8.83,34.036
"757989",198,8.47,34.038
"382872",100,13.96,33.465
"784273",60,11.39,33.633
"651191",98,11.89,33.236
"707742",50,15.64,33.429
"759298",150,10.13,34.039
"337515",267,7.43,34.059
"218681",61,13.52,33.43
"242311",62,16.22,33.53
"65496",75,12.71,33.61
"646694",39,10.96,33.644
"777000",50,10.44,33.782
"122120",150,8.45,33.916
"261049",28,23.93,34.32
"490671",450,5.51,34.07
"544563",125,10.57,33.568
"738895",226,7.88,34.101
"38921",20,13.82,33.184
"386668",300,7.93,34.05
"755197",514,5.45,34.217
"437017",300,7.45,34.19
"610009",125,9.17,33.313
"592036",43,13.95,33.528
"295874",217,10.36,34.34
"324645",10,21.12,33.73
"186727",47,22.08,34.22
"152891",500,7.26,34.47
"727045",128,13.85,33.78
"450352",10,12.25,33.53
"241972",118,11.75,33.89
"133637",150,8.94,33.738
"654858",400,6.28,34.108
"561046",258,8.47,34.045
"405477",100,13.52,34.32
"454253",1300,3.15,34.537
"214028",75,13.22,33.547
"841027",40,13.183,33.3893
"850795",2,10.836,33.5334
"768420",269,7.64,33.994
"825820",10,12.64,33.287
"28946",445,5.78,33.96
"466176",700,5.91,34.42
"527424",76,10.73,33.109
"456497",20,9.61,32.711
"148894",125,8.56,34.045
"63358",300,9.64,34.474
"536175",192,9.71,34.275
"445354",75,10.98,33.32
"664075",21,17.96,33.182
"708946",2,17.89,33.72
"789652",0,14.74,33.13
"745550",2,12.49,33.634
"26793",1203,3.38,34.34
"465622",0,14.81,33.51
"659741",20,14.87,33.346
"47846",800,4.65,34.414
"188268",50,12.58,33.462
"416638",400,6.47,34.22
"571042",186,7.72,33.94
"34424",0,12.43,32.95
"355762",30,18.45,33.735
"124223",77,12.09,33.22
"490744",200,8.62,34.16
"854212",200,8.423,34.0053
"150712",75,8.16,34.18
"740657",315,7.48,34.046
"349950",808,4.74,34.435
"537685",75,18.12,33.608
"854972",25,17.947,33.3047
"431205",50,9.97,33.75
"269591",76,18.16,33.96
"790614",15,14.19,33.687
"658543",101,10.03,33.651
"792849",515,5.87,34.285
"7116",900,4.41,34.436
"398232",32,18.97,33.4
"39029",100,14.61,33.557
"771930",84,11.38,33.283
"167684",800,4.8,34.401
"169609",50,13.45,33.153
"567698",31,15.34,33.416
"818444",1000,3.89,34.466
"51560",279,6.63,34.14
"602761",0,15.63,33.128
"641319",3200,1.6,34.673
"50704",250,8.76,34.157
"786030",300,7.49,34.026
"319476",11,17.05,33.76
"756081",169,8.68,33.699
"81171",700,5.46,34.49
"265304",82,11.6,33.5
"146779",44,13.8,33.34
"352708",100,14.73,33.917
"646048",50,13.51,33.395
"142077",150,9.35,33.89
"452762",800,4.71,34.448
"834560",101,13.363,33.251
"501004",600,5.25,34.31
"303414",20,20.73,34.605
"286336",104,15.28,33.73
"729264",300,7.61,34.231
"322822",136,9.82,33.58
"763497",320,7.39,34.043
"309803",1,12.22,33.53
"573422",68,16.97,33.606
"166266",277,7.7,34.27
"492672",550,6.04,34.35
"270071",125,11.26,33.615
"745381",2,13.69,33.092
"59258",150,9.68,33.182
"235772",300,8.1,34.205
"697099",60,11.19,33.67
"691793",30,16.55,33.479
"612156",33,13.08,32.758
"85717",700,5.63,34.507
"765694",229,8.53,33.981
"729713",96,11.27,33.283
"729484",227,7.55,34.078
"339124",152,10.23,34.037
"653623",389,6.92,34.165
"853402",10,19.579,33.4589
"759477",250,8.64,34.233
"655510",500,5.93,34.302
"91009",50,11,33.35
"231836",20,16.04,33.688
"91197",75,10.78,32.893
"570120",72,10.4,33.742
"495199",40,10.72,33.61
"675246",175,8.69,33.648
"762494",300,8.04,34.231
"46411",464,6.04,34.22
"687271",500,5.98,34.239
"704153",169,9.12,33.774
"205218",200,8.06,34.157
"810506",321,7.19,34.013
"291680",0,26.71,34.56
"577609",125,12.28,33.056
"260674",500,6.65,34.353
"604720",80,12.78,33.213
"376225",97,9.6,33.874
"639980",338,6.65,34.141
"732625",10,16.81,33.499
"408677",50,10.78,33.21
"302455",11,16.62,33.53
"666366",250,8.76,33.938
"133028",20,18.59,33.498
"397050",271,7.78,34.105
"262149",0,17.03,33.42
"431292",125,9.71,33.86
"179296",664,5.44,34.45
"353022",31,19.54,33.897
"613119",0,13.83,32.848
"577141",60,14.43,32.888
"607282",20,11.32,32.775
"744788",10,13.81,33.561
"463857",125,9.45,33.969
"241135",29,18.91,33.69
"272445",107,15.44,34.13
"357408",1,15.33,33.229
"10386",30,17.88,33.924
"149583",194,8.52,33.82
"619013",17,15.98,32.946
"697569",436,6.99,34.331
"488194",250,9.74,34.27
"600619",0,15.62,33.484
"128968",150,9.54,33.713
"224598",300,10.12,34.687
"750583",75,11.03,32.968
"844878",500,7.342,34.2864
"774541",70,10.15,33.556
"282639",186,8.94,34.06
"481925",400,6.21,34.18
"623522",123,10.71,33.407
"138322",69,11.74,33.51
"278589",36,13.88,33.37
"214499",10,20.05,35.296
"599956",75,11.77,33.233
"16789",67,13.7,33.28
"208787",30,12.86,33.524
"311107",182,8.63,33.88
"308674",150,10.12,34.051
"583964",50,13.69,33.4
"599988",99,11.01,33.391
"287799",600,5.3,34.333
"199891",2000,2,34.663
"501108",20,14.25,33.56
"58784",0,19.35,33.15
"689453",250,8.24,34.202
"793943",20,14.97,33.252
"244823",177,10.6,34.14
"420660",50,14.31,33.2
"154054",30,14.14,33.423
"827495",30,14.84,33.36
"280921",500,7.67,34.464
"47526",25,16.82,33.12
"403438",0,18.73,33.63
"607644",105,9.4,33.288
"332716",235,9.6,34.228
"531514",221,9,33.882
"696194",199,9.66,34.1
"376298",277,7.98,34.237
"490942",600,4.97,34.27
"577137",30,15.71,32.895
"240560",10,18.76,33.59
"375740",1600,2.61,34.581
"830928",86,10.64,33.614
"151068",150,8.03,33.704
"624093",10,17.15,33.697
"320120",500,6.23,34.314
"850134",30,15.977,33.4204
"181779",76,10.82,33.62
"253869",384,6.96,34.42
"256263",500,6.04,34.237
"281375",324,7.34,34.17
"444051",700,5.07,34.415
"654185",2,14.79,33.419
"705654",100,10.59,33.674
"147302",148,9.56,33.65
"457328",700,4.94,34.337
"167033",50,11.04,33.446
"807896",300,7.29,34.071
"845438",87,12.578,33.2668
"437338",200,7.8,33.615
"371785",75,10.89,33.469
"488691",200,10.39,34.43
"398974",500,6.17,34.311
"268346",250,7.2,34.02
"543501",200,9.96,34.057
"489195",50,11.7,33.309
"393126",250,7.88,34.073
"173277",15,14.64,33.37
"186575",400,9.14,34.618
"750267",318,7.11,34.055
"733193",231,8.92,34.221
"552378",463,6.52,34.238
"852041",50,14.319,33.2193
"622735",20,14.13,33.191
"718181",2,18.34,33.349
"44511",629,4.5,34.14
"167189",628,5.2,34.4
"244958",50,17.08,33.908
"574418",178,9.04,33.813
"826186",58,11.3,33.547
"101178",25,27.25,34.73
"268401",176,9.1,33.9
"180309",150,8.76,33.677
"703443",10,16.23,33.571
"785217",150,9.17,33.661
"857761",40,15.856,33.5631
"28262",250,7.93,34.191
"516704",62,14.73,33.302
"422739",500,6.94,34.4
"174044",150,16.25,33.981
"158334",249,8.79,34.35
"696862",114,14.64,33.599
"298684",488,5.8,34.4
"855902",10,18.715,33.4485
"336934",9,15.96,33.303
"31939",187,10.88,34.05
"696403",250,7.44,34.028
"342369",0,18.97,33.657
"300366",0,17.33,32.78
"587381",93,13.85,33.621
"279215",452,6.5,34.24
"709048",0,16.85,33.53
"817778",50,10.61,33.511
"546424",175,9.01,33.756
"864067",380,7.298,34.2409
"755922",1029,3.76,34.46
"403324",125,11,33.29
"407302",321,7.22,34.101
"517012",1,16.66,33.195
"141557",40,12.67,33.21
"634853",513,5.68,34.207
"265889",358,7.09,34.2
"746012",300,8.27,34.272
"265674",75,11.42,33.328
"471144",800,4.49,34.4
"193024",54,15.57,33.48
"427075",10,18.2,33.58
"225014",400,7.92,34.429
"313805",200,10.16,34.272
"33841",10,9.96,32.57
"385603",100,14.65,34.819
"392560",50,13.32,33.32
"142549",76,10.3,33.1
"59409",126,10.71,32.86
"726232",150,11.34,33.571
"26489",20,19.19,34.05
"329494",101,10.02,33.749
"723187",99,10.55,33.474
"817241",79,9.62,33.715
"838759",51,14.318,33.5861
"109630",700,5.19,34.406
"254913",77,11.7,33.6
"684694",199,8.81,34.032
"737933",169,9.11,33.832
"630769",25,18.38,33.5
"191307",101,9.9,33.52
"136168",1117,3.75,34.49
"576496",0,15.75,32.893
"61323",30,15.54,33.182
"293142",150,8.71,33.963
"216635",61,16.66,33.99
"50519",1200,3.74,34.508
"488351",350,8.04,34.26
"845585",300,7.871,34.0201
"459620",800,3.89,34.33
"495408",20,15.2,33.47
"467639",1100,3.5,34.5
"244963",97,14.02,33.84
"35559",300,7.71,34.049
"652861",250,7.78,34.072
"14984",600,4.37,34.074
"276060",100,12.7,33.724
"259931",30,13.41,33.35
"789968",120,10.13,33.619
"366166",20,17.24,33.642
"343585",1009,4.07,34.49
"796329",269,8.68,34.286
"432278",561,6.64,34.434
"714212",300,7.52,34.057
"303957",400,8.51,34.471
"724732",30,14.5,33.475
"701799",125,9.79,33.939
"833464",301,6.88,34.0865
"135894",400,7.31,34.38
"478957",31,23.51,35.328
"136931",500,6.57,34.327
"710008",10,15.96,33.671
"582485",132,9.06,33.797
"731329",150,8.77,34.12
"750696",517,6.53,34.311
"609244",1,13.33,32.745
"689849",75,15.2,33.486
"626233",300,7.08,34.175
"775397",229,9.21,34.294
"540411",392,6.83,34.092
"475169",125,15.23,35.16
"626261",350,6.85,34.188
"813529",2800,1.68,34.657
"555748",400,6.69,34.152
"815463",10,14.35,33.416
"670464",274,8.18,34.028
"447103",150,9.02,33.938
"410958",0,16.91,33.56
"430903",100,9.3,33.65
"81822",518,7.41,34.57
"655705",400,6.52,34.043
"822143",320,7.61,34.174
"435611",500,5.21,34.208
"326512",29,13.04,33.544
"549754",50,15.73,33.408
"372637",89,10.3,33.609
"690185",86,10.61,33.563
"628267",125,10.04,33.605
"438203",500,5.44,34.24
"196402",150,9.27,33.722
"264871",10,19.11,33.558
"585197",187,9.45,33.781
"345836",176,9.88,33.689
"690020",115,14.3,33.613
"349922",20,17.1,33.883
"357706",150,8.86,33.936
"286545",100,17.29,33.948
"117376",150,9.08,33.75
"752820",500,6.64,34.303
"678004",46,15.32,33.306
"402323",300,6.76,34.019
"118083",125,10.36,34.046
"547761",250,7.58,34.086
"696395",100,10.51,33.564
"619876",205,8.36,34.006
"154031",8,14.86,33.43
"801146",6,13.13,33.4
"864265",800,4.452,34.4226
"329094",0,18.8,33.6
"658757",17,18.2,33.023
"710305",10,16.09,33.603
"379240",143,8.89,33.953
"675718",250,7.56,34.015
"255759",200,8.09,34.073
"768454",71,11.39,33.229
"817958",320,6.66,34.1
"787105",99,11.38,33.439
"523750",1,14.26,32.815
"178887",80,13.28,33.96
"357373",390,6.12,34.137
"263576",500,6.57,34.344
"32257",9,15.56,33.71
"683629",200,7.96,33.965
"735754",30,14.33,33.618
"189268",150,11.94,34.598
"143164",20,14.05,33.15
"832559",170,9.654,33.6336
"711178",269,8.64,34.104
"845250",20,18.004,33.5077
"387639",10,17.16,33.64
"163109",375,6.16,34.22
"566353",300,7.51,34.029
"181890",400,7.85,34.363
"419689",500,5.86,34.12
"41168",98,8.34,33.08
"597757",20,16.91,33.493
"351845",0,17.82,33.623
"859098",0,15.312,32.9175
"15645",550,6.23,34.33
"690230",300,8.01,34.197
"6304",200,6.89,33.948
"844288",270,7.539,33.9933
"408000",31,12.59,33.335
"162681",250,7.49,34.154
"573413",1,17.96,33.63
"331708",75,13.3,33.536
"73612",75,9.94,33.28
"326698",109,15.13,33.68
"778049",15,15.82,33.249
"682299",139,14.44,33.92
"795892",120,9.6,34.074
"63357",294,9.72,34.47
"282057",110,11.21,33.35
"822746",2,16.55,33.513
"646553",143,9.76,34.116
"770844",199,8.69,33.975
"392359",219,8.38,34.058
"521764",75,14.84,33.215
"658992",400,5.82,34.067
"432403",75,11.53,33.42
"173033",29,18.72,34.31
"815214",100,9.45,33.911
"398031",115,10.71,33.2
"377550",67,10.17,33.836
"520519",221,7.91,34.021
"272772",125,14.31,34.454
"569163",86,15.81,33.518
"747965",70,10.15,33.673
"673993",60,11.64,33.408
"62137",206,7.62,34.01
"792197",228,8.25,34.155
"239117",30,28.49,35.43
"3019",1000,4,34.477
"194984",30,16.12,33.504
"478755",500,9.6,34.713
"317895",75,9.26,33.252
"776225",268,6.95,34.069
"194497",100,9.66,33.57
"645284",99,9.87,33.907
"159890",388,8.3,34.33
"190437",300,6.72,34.021
"320759",10,17.81,33.644
"669959",61,12.93,33.214
"702037",300,7.87,34.183
"690011",30,18.99,33.303
"532374",348,7.54,34.291
"369739",99,9.84,33.761
"63657",1000,4.43,34.498
"467254",600,4.79,34.219
"579726",63,13.06,33.521
"806896",22,15.48,33.355
"819181",20,13.78,33.303
"685695",40,13.38,33.235
"492911",175,11.04,34.38
"714600",521,5.78,34.324
"378883",250,7.76,33.994
"348004",1000,3.58,34.464
"548950",75,14.57,33.71
"136472",400,7.85,34.479
"42770",500,5.21,34.209
"53263",50,10.16,33.55
"180571",393,6.5,34.38
"55043",700,4.54,34.296
"616079",10,16.72,33.601
"162055",233,9.54,34.4
"218501",150,8.69,34.058
"491284",175,9.21,34.13
"115725",500,7.08,34.462
"228897",244,8.02,34.01
"33266",600,5.13,34.328
"531139",257,8.01,34.235
"689899",400,6.5,34.09
"700054",125,9.1,33.73
"742077",250,7.92,34.068
"818245",30,13.88,32.823
"543273",175,8.92,34.096
"846479",112,11.846,33.1556
"347912",20,11.03,33.345
"524888",11,15.81,33.144
"549929",125,12.3,33.747
"206778",500,6.87,34.458
"741800",75,11.91,33.345
"523928",66,10.87,33.662
"61055",250,8.16,34.108
"126417",23,16.67,33.35
"319756",186,9.05,34.05
"344412",1,12.54,33.167
"122289",50,13.7,33.984
"757900",319,7.14,34.042
"250643",65,17.7,34.05
"122161",75,12.43,33.501
"253671",0,11.69,33.69
"757540",40,11.2,33.42
"437342",300,6.33,33.946
"653205",390,6.95,34.189
"234154",30,20.41,34.106
"166837",147,9.92,33.81
"594564",75,13.25,33.284
"800473",438,6.28,34.211
"706590",75,14.34,33.222
"707726",250,7.76,34.013
"789321",199,8.36,33.978
"554873",75,12.44,33.394
"221801",46,9.06,33.29
"224954",354,8.25,34.36
"456230",50,12.73,33.11
"747494",1,12.81,33.323
"210231",40,12.12,33.48
"582777",11,16.64,33.287
"374323",125,11.94,33.822
"328210",75,9.53,33.789
"542",381,6.44,34.05
"339550",300,9.05,34.427
"834354",71,10.441,33.601
"858586",500,5.574,34.1539
"786256",30,14.17,33.469
"245338",71,13.16,33.45
"222161",223,7.88,34.1
"485552",900,4.26,34.42
"260653",41,19.11,33.68
"752094",30,15.96,33.181
"420782",150,9.5,33.83
"516307",138,9.8,33.255
"345908",331,7.38,34.075
"507977",700,4.95,34.34
"171983",75,14.52,33.491
"811944",10,13.95,33.135
"587937",57,13.16,33.299
"603705",75,14.4,33.32
"376624",568,5.61,34.32
"161264",1000,3.9,34.447
"321872",10,15.11,33.46
"15951",1085,3.68,34.47
"820947",51,15.41,33.386
"551409",44,15.88,33.298
"19244",125,9.74,33.856
"857233",250,8.098,33.9886
"422803",100,13.85,33.51
"433635",20,17.89,33.264
"534901",10,12.34,33.275
"485785",225,8.15,34.14
"683483",60,17.18,33.326
"91138",300,6.6,34.056
"645441",200,8.86,33.78
"600980",234,8.32,34.012
"235307",50,16.26,33.549
"365118",371,8.78,34.502
"550437",10,14.78,33.397
"799409",317,7.32,34.109
"689434",0,15.67,33.4
"488290",100,12.09,33.49
"487308",1000,3.9,34.48
"71253",500,5.9,34.155
"468582",500,5.95,34.289
"788949",119,9.26,34.075
"655317",523,6.75,34.303
"843635",112,14.051,33.54
"569725",237,7.96,34.095
"526775",75,11.54,32.953
"501610",40,10.13,33.75
"107190",73,10.98,33.35
"735627",94,11.56,33.368
"638934",75,13.12,33.172
"595859",1,14.46,33.019
"566116",297,7.11,34.147
"161210",17,17.3,33.5
"634353",42,12.78,33.575
"65162",0,14.6,33.44
"185469",80,13.97,33.15
"159104",0,14.29,33.43
"405941",100,11.91,33.59
"126768",200,8.16,34.01
"46240",24,12.81,33.66
"578917",60,12.94,33.578
"223895",500,7.5,34.536
"751160",59,15.1,32.918
"116798",125,10.93,34.33
"549674",34,15.79,33.52
"214226",250,11.22,34.775
"198414",2228,1.8,34.63
"745939",440,6.51,34.231
"453245",917,4.38,34.482
"375430",80,13.55,33.426
"260386",321,7.46,33.96
"323224",100,9.53,33.851
"729858",319,6.5,34.059
"391835",293,7.61,34.095
"506198",200,8.33,34.01
"586700",76,16.97,33.569
"638133",250,7.85,34.093
"13616",7,14.36,33.22
"230884",228,10.9,34.63
"602719",283,7.42,34.012
"296044",50,17.44,33.95
"293461",186,8.43,34.1
"448154",0,20.08,34.44
"177636",52,15.39,33.2
"486644",40,12.06,33.55
"149989",125,12.01,33.582
"169718",51,11.34,33.35
"824629",515,6.42,34.321
"621946",323,7.16,34.241
"6801",312,6.65,33.95
"791422",40,14.28,33.563
"338707",402,6,34.179
"2254",10,9.78,32.808
"90576",700,4.39,34.351
"577887",206,7.27,34.007
"127739",281,7.62,34.22
"122933",354,7.92,34.42
"54813",392,6.08,34.09
"57574",100,14.76,33.601
"26395",10,18.6,33.49
"784489",900,4.29,34.425
"459055",250,11.11,34.675
"793055",30,12.46,33.561
"342682",41,20.4,33.796
"488819",400,8.29,34.49
"332370",0,17.14,33.908
"39216",50,13.13,33.283
"344668",250,7.18,34.081
"204102",0,26.6,34.18
"542048",10,14.48,33.395
"144479",300,7.14,34.123
"607493",374,5.6,34.05
"428165",429,5.81,34.206
"775583",71,12.84,32.964
"107090",326,7.25,34.25
"531130",117,9.18,33.938
"654667",400,6.53,34.188
"820824",120,9.27,33.834
"862675",441,6.154,34.2536
"277977",75,11.32,33.423
"573471",250,8.9,34.027
"403216",100,11.9,33.31
"469914",50,13,33.01
"361286",300,6.79,34.017
"364021",800,5.08,34.461
"494967",10,14.92,33.57
"663976",99,10.04,33.674
"192374",150,9.9,34.136
"729650",195,10,33.796
"642053",20,18.12,33.481
"519930",150,9.02,33.846
"767783",20,18.23,33.194
"183121",75,13.02,33.081
"248698",249,9.2,34.33
"367943",140,10.3,33.861
"164486",10,17.84,33.48
"292083",119,13.63,34.15
"652495",30,13.92,33.502
"546704",225,7.89,33.998
"61063",50,10.63,33.28
"216847",230,9.82,34.45
"530491",100,9.16,34.122
"517155",305,8.61,34.194
"510481",400,6.36,34.14
"42520",300,7.39,34.176
"731060",200,8.34,34.037
"768305",514,6.39,34.286
"758412",100,9.17,33.789
"862518",500,6.479,34.3001
"736197",20,13.21,33.5
"327422",1000,4.21,34.527
"643234",282,8.06,34.263
"491654",550,5.92,34.31
"526415",200,8.67,33.732
"127368",195,8.46,34.01
"354631",103,15.68,33.801
"27199",125,10.26,33.154
"255006",150,12.08,33.582
"502060",0,14.99,33.42
"610871",90,11.58,33.22
"162712",125,8.38,33.916
"124641",33,11.97,33.42
"564913",333,6.98,34.175
"485040",400,6.45,34.123
"123283",20,11.94,33.464
"698522",3,15.47,33.53
"384751",200,9.35,33.838
